Appliance_ID,Category,Sub_Type,Brand,Star_Rating,Price_INR,Annual_kWh,Use_Case,Investment_Type
IND-2026-285,LED Light,Smart LED,Atomberg,3,1680.0,3.6,Value for Money,Standard
IND-2026-286,Refrigerator,Double Door,Havells,3,31600.0,144.0,Value for Money,Standard
IND-2026-287,Water Purifier,RO + UV + MTDS,Preethi,3,15000.0,67.5,Value for Money,Standard
IND-2026-288,Washing Machine,Top Load,Bosch,3,22860.0,99.0,Value for Money,Standard
IND-2026-289,LED Light,Panel Light,Preethi,4,1360.0,1.8,Value for Money,Standard
IND-2026-290,Air Conditioner,Split Non-Inverter,Philips,4,40990.0,114.0,Value for Money,One-time Premium
IND-2026-291,Water Purifier,RO + UV + MTDS,LG,5,17540.0,22.5,Energy Saver,One-time Premium
IND-2026-292,Washing Machine,Front Load,Preethi,3,36050.0,157.5,Value for Money,Standard
IND-2026-293,Ceiling Fan,Induction Motor,Havells,5,2660.0,2.7,Energy Saver,One-time Premium
IND-2026-294,Refrigerator,Single Door,Pureit,4,20460.0,54.0,Value for Money,Standard
IND-2026-295,Washing Machine,Top Load,Philips,3,22460.0,99.0,Value for Money,Standard
IND-2026-296,Water Purifier,Gravity/Non-Electric,Daikin,4,4310.0,9.0,Value for Money,Standard
IND-2026-297,LED Light,Panel Light,Havells,3,810.0,2.7,Value for Money,Standard
IND-2026-298,Microwave Oven,Grill,Philips,5,13840.0,16.5,Energy Saver,One-time Premium
IND-2026-299,Ceiling Fan,Induction Motor,Daikin,4,3090.0,5.4,Value for Money,Standard
IND-2026-300,Mixer Grinder,Juicer Mixer (JMG),Pureit,3,6940.0,24.7,Value for Money,Standard
IND-2026-301,Mixer Grinder,Juicer Mixer (JMG),Bosch,3,6580.0,24.7,Value for Money,Standard
IND-2026-302,Mixer Grinder,Food Processor,Atomberg,4,9650.0,27.0,Value for Money,Standard
IND-2026-303,Ceiling Fan,BLDC Motor,Pureit,5,4700.0,5.2,Energy Saver,One-time Premium
IND-2026-304,Ceiling Fan,BLDC Motor,Philips,3,4140.0,15.7,Value for Money,One-time Premium
IND-2026-305,Washing Machine,Front Load,Atomberg,4,38020.0,105.0,Value for Money,Standard
IND-2026-306,LED Light,Smart LED,Bosch,3,700.0,3.6,Value for Money,Standard
IND-2026-307,Water Purifier,Gravity/Non-Electric,Daikin,4,2760.0,9.0,Value for Money,Standard
IND-2026-308,Washing Machine,Top Load,Preethi,4,25110.0,66.0,Value for Money,Standard
IND-2026-309,Water Purifier,Gravity/Non-Electric,Preethi,5,3730.0,4.5,Energy Saver,One-time Premium
IND-2026-310,Refrigerator,Side-by-Side,Preethi,4,91780.0,255.0,Value for Money,Standard
IND-2026-311,Smart TV,OLED,Samsung,5,128840.0,165.0,Energy Saver,One-time Premium
IND-2026-312,Washing Machine,Semi-Automatic,Atomberg,5,17510.0,21.0,Energy Saver,One-time Premium
IND-2026-313,Smart TV,QLED,Preethi,5,65110.0,82.5,Energy Saver,One-time Premium
IND-2026-314,Mixer Grinder,Food Processor,Pureit,4,10410.0,27.0,Value for Money,Standard
IND-2026-315,LED Light,Panel Light,Bosch,5,1840.0,0.9,Energy Saver,One-time Premium
IND-2026-316,Microwave Oven,Solo,LG,3,8450.0,31.5,Value for Money,Standard
IND-2026-317,Refrigerator,Single Door,LG,4,19220.0,54.0,Value for Money,Standard
IND-2026-318,Ceiling Fan,Induction Motor,LG,4,3110.0,5.4,Value for Money,Standard
IND-2026-319,Mixer Grinder,Food Processor,Bosch,3,9250.0,40.5,Value for Money,Standard
IND-2026-320,Washing Machine,Top Load,Samsung,3,22350.0,99.0,Value for Money,Standard
IND-2026-321,LED Light,Batten/Tube,Bosch,4,920.0,1.3,Value for Money,Standard
IND-2026-322,Microwave Oven,Grill,Daikin,3,11060.0,49.5,Value for Money,Standard
IND-2026-323,Refrigerator,Single Door,Philips,5,20900.0,27.0,Energy Saver,One-time Premium
IND-2026-324,Smart TV,OLED,Preethi,4,119620.0,330.0,Value for Money,Standard
IND-2026-325,Ceiling Fan,BLDC Motor,Daikin,5,4550.0,5.2,Energy Saver,One-time Premium
IND-2026-326,Water Purifier,UV + UF,Preethi,3,9850.0,40.5,Value for Money,Standard
IND-2026-327,Air Conditioner,Window,Bosch,3,33070.0,144.0,Value for Money,Standard
IND-2026-328,Air Conditioner,Window,Havells,4,35780.0,96.0,Value for Money,Standard
IND-2026-329,Mixer Grinder,Standard 3-Jar,Daikin,4,4300.0,10.5,Value for Money,Standard
IND-2026-330,Washing Machine,Front Load,Daikin,4,38140.0,105.0,Value for Money,Standard
IND-2026-331,Refrigerator,Double Door,Samsung,3,32640.0,144.0,Value for Money,Standard
IND-2026-332,Water Purifier,Gravity/Non-Electric,Pureit,5,3020.0,4.5,Energy Saver,One-time Premium
IND-2026-333,Microwave Oven,Grill,Philips,3,11500.0,49.5,Value for Money,Standard
IND-2026-334,Water Purifier,RO + UV + MTDS,Pureit,3,15860.0,67.5,Value for Money,Standard
IND-2026-335,Microwave Oven,Solo,Atomberg,3,7640.0,31.5,Value for Money,Standard
IND-2026-336,Ceiling Fan,BLDC Motor,Havells,5,5100.0,5.2,Energy Saver,One-time Premium
IND-2026-337,LED Light,Batten/Tube,Atomberg,3,-20.0,2.0,Value for Money,Standard
IND-2026-338,Refrigerator,Side-by-Side,Bosch,4,92810.0,255.0,Value for Money,Standard
IND-2026-339,Microwave Oven,Solo,Daikin,5,8850.0,10.5,Energy Saver,One-time Premium
IND-2026-340,Smart TV,LED,LG,5,27640.0,36.0,Energy Saver,One-time Premium
IND-2026-341,Ceiling Fan,Induction Motor,Havells,5,1810.0,2.7,Energy Saver,One-time Premium
IND-2026-342,Ceiling Fan,Induction Motor,Preethi,4,2540.0,5.4,Value for Money,Standard
IND-2026-343,Smart TV,OLED,Atomberg,5,129100.0,165.0,Energy Saver,One-time Premium
IND-2026-344,Ceiling Fan,BLDC Motor,Bosch,3,3250.0,15.7,Value for Money,One-time Premium
IND-2026-345,Water Purifier,UV + UF,Havells,4,9590.0,27.0,Value for Money,Standard
IND-2026-346,Washing Machine,Top Load,Preethi,4,24800.0,66.0,Value for Money,Standard
IND-2026-347,Air Conditioner,Split Inverter,Havells,3,48070.0,216.0,Value for Money,One-time Premium
IND-2026-348,Mixer Grinder,Food Processor,Philips,3,9880.0,40.5,Value for Money,Standard
IND-2026-349,Refrigerator,Side-by-Side,LG,3,85110.0,382.5,Value for Money,Standard
IND-2026-350,Ceiling Fan,Induction Motor,LG,4,3380.0,5.4,Value for Money,Standard
IND-2026-351,Smart TV,QLED,Philips,4,59940.0,165.0,Value for Money,Standard
IND-2026-352,Refrigerator,Single Door,LG,3,18900.0,81.0,Value for Money,Standard
IND-2026-353,Refrigerator,Double Door,Preethi,4,34700.0,96.0,Value for Money,Standard
IND-2026-354,Ceiling Fan,Induction Motor,Samsung,5,3320.0,2.7,Energy Saver,One-time Premium
IND-2026-355,Microwave Oven,Convection,Samsung,5,19180.0,24.0,Energy Saver,One-time Premium
IND-2026-356,Smart TV,QLED,Preethi,5,65110.0,82.5,Energy Saver,One-time Premium
IND-2026-357,Microwave Oven,Convection,Philips,4,17560.0,48.0,Value for Money,Standard
IND-2026-358,Microwave Oven,Convection,Pureit,3,16690.0,72.0,Value for Money,Standard
IND-2026-359,Water Purifier,Gravity/Non-Electric,Samsung,4,4140.0,9.0,Value for Money,Standard
IND-2026-360,Washing Machine,Semi-Automatic,Pureit,5,17030.0,21.0,Energy Saver,One-time Premium
IND-2026-361,Washing Machine,Front Load,Atomberg,4,38510.0,105.0,Value for Money,Standard
IND-2026-362,Ceiling Fan,Induction Motor,Bosch,4,2860.0,5.4,Value for Money,Standard
IND-2026-363,Refrigerator,Single Door,Havells,3,17830.0,81.0,Value for Money,Standard
IND-2026-364,Air Conditioner,Window,Pureit,3,32000.0,144.0,Value for Money,Standard
IND-2026-365,Air Conditioner,Split Inverter,Philips,4,51850.0,144.0,Value for Money,One-time Premium
IND-2026-366,Ceiling Fan,BLDC Motor,Preethi,3,3690.0,15.7,Value for Money,One-time Premium
IND-2026-367,Washing Machine,Semi-Automatic,Samsung,4,14820.0,42.0,Value for Money,Standard
IND-2026-368,Smart TV,QLED,Pureit,4,60830.0,165.0,Value for Money,Standard
IND-2026-369,Ceiling Fan,Induction Motor,Bosch,5,2720.0,2.7,Energy Saver,One-time Premium
IND-2026-370,Smart TV,QLED,Havells,5,64660.0,82.5,Energy Saver,One-time Premium
IND-2026-371,Washing Machine,Front Load,Bosch,3,35280.0,157.5,Value for Money,Standard
IND-2026-372,Smart TV,OLED,Bosch,5,127720.0,165.0,Energy Saver,One-time Premium
IND-2026-373,Microwave Oven,Grill,Preethi,3,11770.0,49.5,Value for Money,Standard
IND-2026-374,Smart TV,OLED,Pureit,3,111400.0,495.0,Value for Money,Standard
IND-2026-375,Smart TV,OLED,Pureit,5,127730.0,165.0,Energy Saver,One-time Premium
IND-2026-376,Washing Machine,Front Load,LG,3,34730.0,157.5,Value for Money,Standard
IND-2026-377,Air Conditioner,Split Inverter,LG,5,55890.0,72.0,Energy Saver,One-time Premium
IND-2026-378,Air Conditioner,Window,LG,3,31580.0,144.0,Value for Money,Standard
IND-2026-379,Washing Machine,Top Load,Preethi,3,22330.0,99.0,Value for Money,Standard
IND-2026-380,Refrigerator,Single Door,LG,3,18440.0,81.0,Value for Money,Standard
IND-2026-381,Ceiling Fan,BLDC Motor,Pureit,4,4090.0,10.5,Value for Money,One-time Premium
IND-2026-382,Water Purifier,UV + UF,Bosch,4,10890.0,27.0,Value for Money,Standard
IND-2026-383,Microwave Oven,Solo,Atomberg,5,9390.0,10.5,Energy Saver,One-time Premium
IND-2026-384,Ceiling Fan,Induction Motor,Preethi,5,3350.0,2.7,Energy Saver,One-time Premium
IND-2026-385,Washing Machine,Semi-Automatic,Atomberg,4,16260.0,42.0,Value for Money,Standard
IND-2026-386,Microwave Oven,Grill,Samsung,3,12190.0,49.5,Value for Money,Standard
IND-2026-387,Microwave Oven,Convection,Philips,5,18610.0,24.0,Energy Saver,One-time Premium
IND-2026-388,Ceiling Fan,BLDC Motor,LG,3,3010.0,15.7,Value for Money,One-time Premium
IND-2026-389,LED Light,Panel Light,Daikin,3,1780.0,2.7,Value for Money,Standard
IND-2026-390,Water Purifier,Gravity/Non-Electric,Samsung,4,2990.0,9.0,Value for Money,Standard
IND-2026-391,Water Purifier,RO + UV + MTDS,Preethi,5,18210.0,22.5,Energy Saver,One-time Premium
IND-2026-392,Microwave Oven,Solo,Bosch,3,8130.0,31.5,Value for Money,Standard
IND-2026-393,Water Purifier,UV + UF,Atomberg,4,9680.0,27.0,Value for Money,Standard
IND-2026-394,Washing Machine,Front Load,Philips,3,34920.0,157.5,Value for Money,Standard
IND-2026-395,Air Conditioner,Split Inverter,Pureit,4,52840.0,144.0,Value for Money,One-time Premium
IND-2026-396,Ceiling Fan,Induction Motor,Samsung,4,2280.0,5.4,Value for Money,Standard
IND-2026-397,Smart TV,LED,Pureit,5,28340.0,36.0,Energy Saver,One-time Premium
IND-2026-398,Smart TV,QLED,Samsung,4,59600.0,165.0,Value for Money,Standard
IND-2026-399,Smart TV,OLED,Atomberg,3,110300.0,495.0,Value for Money,Standard
IND-2026-400,Water Purifier,Gravity/Non-Electric,Bosch,5,4180.0,4.5,Energy Saver,One-time Premium
IND-2026-401,Refrigerator,Double Door,Atomberg,5,37350.0,48.0,Energy Saver,One-time Premium
IND-2026-402,Washing Machine,Top Load,Preethi,5,25940.0,33.0,Energy Saver,One-time Premium
IND-2026-403,Refrigerator,Single Door,Havells,3,18320.0,81.0,Value for Money,Standard
IND-2026-404,Mixer Grinder,Juicer Mixer (JMG),Bosch,5,6540.0,8.2,Energy Saver,One-time Premium
IND-2026-405,Smart TV,OLED,LG,3,110360.0,495.0,Value for Money,Standard
IND-2026-406,Smart TV,OLED,Preethi,5,128030.0,165.0,Energy Saver,One-time Premium
IND-2026-407,Smart TV,QLED,Preethi,3,55380.0,247.5,Value for Money,Standard
IND-2026-408,Air Conditioner,Split Non-Inverter,Havells,5,44250.0,57.0,Energy Saver,One-time Premium
IND-2026-409,Mixer Grinder,Food Processor,Samsung,3,9350.0,40.5,Value for Money,Standard
IND-2026-410,Washing Machine,Top Load,Daikin,4,24680.0,66.0,Value for Money,Standard
IND-2026-411,Mixer Grinder,Juicer Mixer (JMG),Preethi,3,5300.0,24.7,Value for Money,Standard
IND-2026-412,Washing Machine,Semi-Automatic,Daikin,5,16580.0,21.0,Energy Saver,One-time Premium
IND-2026-413,Refrigerator,Single Door,Bosch,3,19220.0,81.0,Value for Money,Standard
IND-2026-414,Smart TV,LED,LG,3,25360.0,108.0,Value for Money,Standard
IND-2026-415,LED Light,Panel Light,Pureit,5,220.0,0.9,Energy Saver,One-time Premium
IND-2026-416,Washing Machine,Top Load,Bosch,4,23550.0,66.0,Value for Money,Standard
IND-2026-417,Mixer Grinder,Food Processor,Daikin,5,10550.0,13.5,Energy Saver,One-time Premium
IND-2026-418,Microwave Oven,Convection,Atomberg,3,16180.0,72.0,Value for Money,Standard
IND-2026-419,Smart TV,LED,Bosch,4,25590.0,72.0,Value for Money,Standard
IND-2026-420,Microwave Oven,Solo,Daikin,5,8080.0,10.5,Energy Saver,One-time Premium
IND-2026-421,LED Light,Panel Light,Bosch,5,1460.0,0.9,Energy Saver,One-time Premium
IND-2026-422,Ceiling Fan,Induction Motor,LG,4,1960.0,5.4,Value for Money,Standard
IND-2026-423,LED Light,Panel Light,Atomberg,5,1800.0,0.9,Energy Saver,One-time Premium
IND-2026-424,Refrigerator,Single Door,Atomberg,3,18170.0,81.0,Value for Money,Standard
IND-2026-425,Smart TV,LED,Havells,3,23870.0,108.0,Value for Money,Standard
IND-2026-426,Refrigerator,Side-by-Side,Bosch,3,85940.0,382.5,Value for Money,Standard
IND-2026-427,Air Conditioner,Window,Havells,3,33040.0,144.0,Value for Money,Standard
IND-2026-428,Ceiling Fan,Induction Motor,Havells,4,1820.0,5.4,Value for Money,Standard
IND-2026-429,Microwave Oven,Convection,Bosch,3,15520.0,72.0,Value for Money,Standard
IND-2026-430,Washing Machine,Front Load,Pureit,3,35780.0,157.5,Value for Money,Standard
IND-2026-431,LED Light,Panel Light,Pureit,4,790.0,1.8,Value for Money,Standard
IND-2026-432,Washing Machine,Top Load,Pureit,4,23790.0,66.0,Value for Money,Standard
IND-2026-433,Microwave Oven,Grill,Philips,4,11620.0,33.0,Value for Money,Standard
IND-2026-434,LED Light,Panel Light,Pureit,3,1740.0,2.7,Value for Money,Standard
IND-2026-435,Microwave Oven,Grill,Pureit,4,11660.0,33.0,Value for Money,Standard
IND-2026-436,Microwave Oven,Solo,Pureit,5,8640.0,10.5,Energy Saver,One-time Premium
IND-2026-437,LED Light,Panel Light,Preethi,3,150.0,2.7,Value for Money,Standard
IND-2026-438,Refrigerator,Single Door,Bosch,4,20910.0,54.0,Value for Money,Standard
IND-2026-439,Smart TV,LED,Havells,5,28810.0,36.0,Energy Saver,One-time Premium
IND-2026-440,Air Conditioner,Split Inverter,Atomberg,3,49330.0,216.0,Value for Money,One-time Premium
IND-2026-441,Microwave Oven,Grill,Atomberg,5,13840.0,16.5,Energy Saver,One-time Premium
IND-2026-442,Water Purifier,RO + UV + MTDS,Havells,4,17140.0,45.0,Value for Money,Standard
IND-2026-443,Mixer Grinder,Food Processor,Preethi,3,10420.0,40.5,Value for Money,Standard
IND-2026-444,Water Purifier,Gravity/Non-Electric,Philips,3,3040.0,13.5,Value for Money,Standard
IND-2026-445,Refrigerator,Side-by-Side,Daikin,4,91850.0,255.0,Value for Money,Standard
IND-2026-446,Refrigerator,Side-by-Side,Philips,4,92790.0,255.0,Value for Money,Standard
IND-2026-447,Smart TV,QLED,LG,3,56090.0,247.5,Value for Money,Standard
IND-2026-448,Microwave Oven,Convection,Preethi,5,18340.0,24.0,Energy Saver,One-time Premium
IND-2026-449,Air Conditioner,Window,Daikin,5,38110.0,48.0,Energy Saver,One-time Premium
IND-2026-450,Air Conditioner,Split Non-Inverter,Bosch,5,44320.0,57.0,Energy Saver,One-time Premium
IND-2026-451,Microwave Oven,Solo,Pureit,5,9390.0,10.5,Energy Saver,One-time Premium
IND-2026-452,Washing Machine,Front Load,Havells,3,36110.0,157.5,Value for Money,Standard
IND-2026-453,Mixer Grinder,Standard 3-Jar,Daikin,3,4860.0,15.7,Value for Money,Standard
IND-2026-454,LED Light,Batten/Tube,Havells,4,1810.0,1.3,Value for Money,Standard
IND-2026-455,Air Conditioner,Split Non-Inverter,Samsung,3,39440.0,171.0,Value for Money,One-time Premium
IND-2026-456,Ceiling Fan,BLDC Motor,Havells,3,3000.0,15.7,Value for Money,One-time Premium
IND-2026-457,Smart TV,QLED,LG,3,55350.0,247.5,Value for Money,Standard
IND-2026-458,Microwave Oven,Grill,Bosch,3,12390.0,49.5,Value for Money,Standard
IND-2026-459,Refrigerator,Single Door,Daikin,5,21200.0,27.0,Energy Saver,One-time Premium
IND-2026-460,Water Purifier,UV + UF,LG,4,10700.0,27.0,Value for Money,Standard
IND-2026-461,Refrigerator,Double Door,Samsung,4,35300.0,96.0,Value for Money,Standard
IND-2026-462,Smart TV,QLED,Samsung,3,55440.0,247.5,Value for Money,Standard
IND-2026-463,Microwave Oven,Convection,Havells,4,17260.0,48.0,Value for Money,Standard
IND-2026-464,Ceiling Fan,Induction Motor,LG,3,1620.0,8.1,Value for Money,Standard
IND-2026-465,Water Purifier,UV + UF,Preethi,5,10220.0,13.5,Energy Saver,One-time Premium
IND-2026-466,LED Light,Smart LED,Havells,3,1890.0,3.6,Value for Money,Standard
IND-2026-467,Mixer Grinder,Food Processor,Samsung,4,9780.0,27.0,Value for Money,Standard
IND-2026-468,Refrigerator,Double Door,Samsung,4,34170.0,96.0,Value for Money,Standard
IND-2026-469,Refrigerator,Single Door,Atomberg,5,20520.0,27.0,Energy Saver,One-time Premium
IND-2026-470,Microwave Oven,Grill,Havells,4,13230.0,33.0,Value for Money,Standard
IND-2026-471,Mixer Grinder,Standard 3-Jar,Daikin,5,5170.0,5.2,Energy Saver,One-time Premium
IND-2026-472,Water Purifier,UV + UF,Bosch,5,10020.0,13.5,Energy Saver,One-time Premium
IND-2026-473,Refrigerator,Single Door,Daikin,4,19920.0,54.0,Value for Money,Standard
IND-2026-474,Refrigerator,Side-by-Side,Preethi,5,99690.0,127.5,Energy Saver,One-time Premium
IND-2026-475,Microwave Oven,Grill,Pureit,5,13650.0,16.5,Energy Saver,One-time Premium
IND-2026-476,Water Purifier,Gravity/Non-Electric,Samsung,5,3890.0,4.5,Energy Saver,One-time Premium
IND-2026-477,Ceiling Fan,BLDC Motor,Havells,5,3560.0,5.2,Energy Saver,One-time Premium
IND-2026-478,Mixer Grinder,Juicer Mixer (JMG),Preethi,5,6160.0,8.2,Energy Saver,One-time Premium
IND-2026-479,Smart TV,LED,Havells,4,25960.0,72.0,Value for Money,Standard
IND-2026-480,Washing Machine,Top Load,Pureit,5,25280.0,33.0,Energy Saver,One-time Premium
IND-2026-481,Water Purifier,Gravity/Non-Electric,Preethi,5,4060.0,4.5,Energy Saver,One-time Premium
IND-2026-482,LED Light,Smart LED,Havells,5,1550.0,1.2,Energy Saver,One-time Premium
IND-2026-483,Air Conditioner,Split Inverter,Daikin,4,53220.0,144.0,Value for Money,One-time Premium
IND-2026-484,LED Light,Smart LED,Samsung,3,1560.0,3.6,Value for Money,Standard
IND-2026-485,Smart TV,LED,Daikin,5,27830.0,36.0,Energy Saver,One-time Premium
IND-2026-486,Washing Machine,Front Load,Preethi,4,38130.0,105.0,Value for Money,Standard
IND-2026-487,Water Purifier,Gravity/Non-Electric,Daikin,4,3780.0,9.0,Value for Money,Standard
IND-2026-488,Refrigerator,Side-by-Side,Samsung,5,99270.0,127.5,Energy Saver,One-time Premium
IND-2026-489,Microwave Oven,Solo,LG,4,7790.0,21.0,Value for Money,Standard
IND-2026-490,Refrigerator,Single Door,Daikin,5,20840.0,27.0,Energy Saver,One-time Premium
IND-2026-491,Microwave Oven,Solo,Atomberg,4,7990.0,21.0,Value for Money,Standard
IND-2026-492,Air Conditioner,Split Inverter,Havells,4,53330.0,144.0,Value for Money,One-time Premium
IND-2026-493,Refrigerator,Side-by-Side,Havells,5,98340.0,127.5,Energy Saver,One-time Premium
IND-2026-494,Air Conditioner,Split Non-Inverter,Pureit,3,39020.0,171.0,Value for Money,One-time Premium
IND-2026-495,Smart TV,LED,Philips,5,29300.0,36.0,Energy Saver,One-time Premium
IND-2026-496,LED Light,Panel Light,Preethi,4,820.0,1.8,Value for Money,Standard
IND-2026-497,LED Light,Panel Light,Daikin,4,1990.0,1.8,Value for Money,Standard
IND-2026-498,Washing Machine,Top Load,Bosch,3,22890.0,99.0,Value for Money,Standard
IND-2026-499,Ceiling Fan,Induction Motor,Atomberg,4,2380.0,5.4,Value for Money,Standard
IND-2026-500,Ceiling Fan,BLDC Motor,Philips,4,4200.0,10.5,Value for Money,One-time Premium
